caseid,task,resource,role,end_timestamp,pr_instances,tsk_start_inst,start_timestamp
Case220,Create Quotation comparison Map,res_1c76e96e-5d1d-4e49-bd2f-d1e8e41d457e,Role 4,2011-04-30 13:24:05,219,0,2011-04-30 13:24:05
Case220,Analyze Quotation Comparison Map,res_9d0eba89-d86b-4e1d-b384-4e2cf7435b72,Role 1,2011-04-30 13:24:11,219,0,2011-04-30 13:24:11
Case220,Choose best option,res_9d0eba89-d86b-4e1d-b384-4e2cf7435b72,Role 1,2011-04-30 13:24:17,219,0,2011-04-30 13:24:17
Case220,Settle Conditions With Supplier,res_1c76e96e-5d1d-4e49-bd2f-d1e8e41d457e,Role 4,2011-04-30 13:24:23,219,0,2011-04-30 13:24:23
Case220,Create Purchase Order,res_be3b6d9d-7b4f-4fe4-bb0e-98714301b25b,Role 4,2011-04-30 13:24:29,219,0,2011-04-30 13:24:29
Case220,Confirm Purchase Order,res_497435ea-ca17-42e9-910a-b27c33e17bbe,Role 2,2011-04-30 13:24:35,219,0,2011-04-30 13:24:35
Case220,Deliver Goods Services,res_20d7d237-5080-4c4f-afe2-22b21bb76b85,Role 2,2011-04-30 13:24:41,219,0,2011-04-30 13:24:41
Case220,Release Purchase Order,res_46d4e6c1-f2ca-4e74-8c5f-6c9eb61288b4,Role 1,2011-04-30 13:24:47,219,0,2011-04-30 13:24:47
Case220,Approve Purchase Order for payment,res_1c76e96e-5d1d-4e49-bd2f-d1e8e41d457e,Role 4,2011-04-30 13:24:53,219,0,2011-04-30 13:24:53
Case220,Send Invoice,res_e8bd8733-74c7-43bb-a8b6-2c403353bb69,Role 2,2011-04-30 13:24:59,219,0,2011-04-30 13:24:59
Case220,Release Supplier's Invoice,res_0a19fa62-7ec7-44d9-93e3-e799a084ceee,Role 5,2011-04-30 13:25:05,219,0,2011-04-30 13:25:05
Case220,Authorize Supplier's Invoice payment,res_0a19fa62-7ec7-44d9-93e3-e799a084ceee,Role 5,2011-04-30 13:25:11,219,0,2011-04-30 13:25:11
Case220,Pay Invoice,res_5f7da1c6-bb0d-41c2-8455-a8eb129bc760,Role 5,2011-04-30 13:25:17,219,0,2011-04-30 13:25:17
Case109,Analyze Purchase Requisition,res_e87c5dfd-dc77-450b-8c9f-bbeff95740ec,Role 3,2011-04-30 15:56:34,218,0,2011-04-30 15:56:34
Case99,Analyze Request for Quotation,res_1c76e96e-5d1d-4e49-bd2f-d1e8e41d457e,Role 4,2011-04-30 16:37:17,218,0,2011-04-30 16:37:17
Case150,Analyze Quotation Comparison Map,res_cc2fe2cf-46c4-4859-b7de-4bf8f7e609e7,Role 1,2011-04-30 17:47:53,218,0,2011-04-30 17:47:53
Case274,Choose best option,res_4f4562b0-adf8-468b-bbaf-c32b774432c6,Role 1,2011-04-30 18:25:22,218,0,2011-04-30 18:25:22
Case200,Send Request for Quotation to Supplier,res_96728506-a297-40b0-9d7a-57203eec2968,Role 4,2011-04-30 18:54:33,218,0,2011-04-30 18:54:33
Case200,Create Quotation comparison Map,res_96728506-a297-40b0-9d7a-57203eec2968,Role 4,2011-04-30 18:54:39,218,0,2011-04-30 18:54:39
Case200,Analyze Quotation Comparison Map,res_cc2fe2cf-46c4-4859-b7de-4bf8f7e609e7,Role 1,2011-04-30 18:54:45,218,0,2011-04-30 18:54:45
Case200,Choose best option,res_f06e640c-730a-4ce3-8d0d-596ad88ca7ac,Role 1,2011-04-30 18:54:51,218,0,2011-04-30 18:54:51
Case200,Settle Conditions With Supplier,res_96728506-a297-40b0-9d7a-57203eec2968,Role 4,2011-04-30 18:54:57,218,0,2011-04-30 18:54:57
Case200,Create Purchase Order,res_96728506-a297-40b0-9d7a-57203eec2968,Role 4,2011-04-30 18:55:03,218,0,2011-04-30 18:55:03
Case200,Confirm Purchase Order,res_497435ea-ca17-42e9-910a-b27c33e17bbe,Role 2,2011-04-30 18:55:09,218,0,2011-04-30 18:55:09
Case200,Deliver Goods Services,res_e8bd8733-74c7-43bb-a8b6-2c403353bb69,Role 2,2011-04-30 18:55:15,218,0,2011-04-30 18:55:15
Case200,Release Purchase Order,res_46d4e6c1-f2ca-4e74-8c5f-6c9eb61288b4,Role 1,2011-04-30 18:55:21,218,0,2011-04-30 18:55:21
Case200,Approve Purchase Order for payment,res_1c76e96e-5d1d-4e49-bd2f-d1e8e41d457e,Role 4,2011-04-30 18:55:27,218,0,2011-04-30 18:55:27
Case200,Send Invoice,res_b45076f8-02a2-4d16-8e95-d656ce583bff,Role 2,2011-04-30 18:55:33,218,0,2011-04-30 18:55:33
Case200,Release Supplier's Invoice,res_5f7da1c6-bb0d-41c2-8455-a8eb129bc760,Role 5,2011-04-30 18:55:39,218,0,2011-04-30 18:55:39
Case200,Authorize Supplier's Invoice payment,res_0a19fa62-7ec7-44d9-93e3-e799a084ceee,Role 5,2011-04-30 18:55:45,218,0,2011-04-30 18:55:45
Case200,Pay Invoice,res_5f7da1c6-bb0d-41c2-8455-a8eb129bc760,Role 5,2011-04-30 18:55:51,218,0,2011-04-30 18:55:51
Case275,Choose best option,res_4f4562b0-adf8-468b-bbaf-c32b774432c6,Role 1,2011-04-30 20:22:03,217,0,2011-04-30 20:22:03
Case4,Release Purchase Order,res_bea74522-2d6d-47d4-8b90-ddb5247b8c2c,Role 1,2011-04-30 20:31:17,217,0,2011-04-30 20:31:17
Case180,Choose best option,res_4e813d80-de3b-4621-b884-8d43b418da5a,Role 1,2011-04-30 21:48:53,217,0,2011-04-30 21:48:53
Case280,Choose best option,res_b2ed1e85-3a75-488d-b59a-ca664b3f3d43,Role 1,2011-04-30 21:54:39,217,0,2011-04-30 21:54:39
Case175,Choose best option,res_46d4e6c1-f2ca-4e74-8c5f-6c9eb61288b4,Role 1,2011-05-01 00:23:16,217,0,2011-05-01 00:23:16
Case297,Create Quotation comparison Map,res_96728506-a297-40b0-9d7a-57203eec2968,Role 4,2011-05-01 00:47:12,217,0,2011-05-01 00:47:12
Case297,Analyze Quotation Comparison Map,res_cc2fe2cf-46c4-4859-b7de-4bf8f7e609e7,Role 1,2011-05-01 00:47:18,217,0,2011-05-01 00:47:18
Case297,Choose best option,res_9483c16d-0a26-463b-9fe6-6d5022a72dae,Role 1,2011-05-01 00:47:24,217,0,2011-05-01 00:47:24
Case297,Settle Conditions With Supplier,res_96728506-a297-40b0-9d7a-57203eec2968,Role 4,2011-05-01 00:47:30,217,0,2011-05-01 00:47:30
Case297,Create Purchase Order,res_1c76e96e-5d1d-4e49-bd2f-d1e8e41d457e,Role 4,2011-05-01 00:47:36,217,0,2011-05-01 00:47:36
Case297,Confirm Purchase Order,res_20d7d237-5080-4c4f-afe2-22b21bb76b85,Role 2,2011-05-01 00:47:42,217,0,2011-05-01 00:47:42
Case297,Deliver Goods Services,res_b45076f8-02a2-4d16-8e95-d656ce583bff,Role 2,2011-05-01 00:47:48,217,0,2011-05-01 00:47:48
Case297,Release Purchase Order,res_4f4562b0-adf8-468b-bbaf-c32b774432c6,Role 1,2011-05-01 00:47:54,217,0,2011-05-01 00:47:54
Case297,Approve Purchase Order for payment,res_96728506-a297-40b0-9d7a-57203eec2968,Role 4,2011-05-01 00:48:00,217,0,2011-05-01 00:48:00
Case297,Send Invoice,res_a58b7cc8-d554-450e-b7a3-1f5c4e77bb6c,Role 2,2011-05-01 00:48:06,217,0,2011-05-01 00:48:06
Case297,Release Supplier's Invoice,res_0a19fa62-7ec7-44d9-93e3-e799a084ceee,Role 5,2011-05-01 00:48:12,217,0,2011-05-01 00:48:12
Case297,Settle Dispute With Supplier,res_0a19fa62-7ec7-44d9-93e3-e799a084ceee,Role 5,2011-05-01 00:48:18,217,0,2011-05-01 00:48:18
Case297,Authorize Supplier's Invoice payment,res_0a19fa62-7ec7-44d9-93e3-e799a084ceee,Role 5,2011-05-01 00:48:24,217,0,2011-05-01 00:48:24
Case297,Pay Invoice,res_0a19fa62-7ec7-44d9-93e3-e799a084ceee,Role 5,2011-05-01 00:48:30,217,0,2011-05-01 00:48:30
Case233,Analyze Request for Quotation,res_96728506-a297-40b0-9d7a-57203eec2968,Role 4,2011-05-01 02:11:33,216,0,2011-05-01 02:11:33
Case233,Amend Request for Quotation,res_bea74522-2d6d-47d4-8b90-ddb5247b8c2c,Role 1,2011-05-01 02:11:39,216,0,2011-05-01 02:11:39
Case127,Create Quotation comparison Map,res_be3b6d9d-7b4f-4fe4-bb0e-98714301b25b,Role 4,2011-05-01 02:22:18,216,0,2011-05-01 02:22:18
Case74,Create Quotation comparison Map,res_1c76e96e-5d1d-4e49-bd2f-d1e8e41d457e,Role 4,2011-05-01 02:44:01,216,0,2011-05-01 02:44:01
Case218,Create Quotation comparison Map,res_96728506-a297-40b0-9d7a-57203eec2968,Role 4,2011-05-01 02:44:21,216,0,2011-05-01 02:44:21
Case218,Analyze Quotation Comparison Map,res_cc2fe2cf-46c4-4859-b7de-4bf8f7e609e7,Role 1,2011-05-01 02:44:27,216,0,2011-05-01 02:44:27
Case218,Choose best option,res_4cd4c1eb-b0a5-4584-9ff2-06de86bb4aa2,Role 1,2011-05-01 02:44:33,216,0,2011-05-01 02:44:33
Case218,Settle Conditions With Supplier,res_be3b6d9d-7b4f-4fe4-bb0e-98714301b25b,Role 4,2011-05-01 02:44:39,216,0,2011-05-01 02:44:39
Case218,Create Purchase Order,res_be3b6d9d-7b4f-4fe4-bb0e-98714301b25b,Role 4,2011-05-01 02:44:45,216,0,2011-05-01 02:44:45
Case218,Confirm Purchase Order,res_b45076f8-02a2-4d16-8e95-d656ce583bff,Role 2,2011-05-01 02:44:51,216,0,2011-05-01 02:44:51
Case218,Deliver Goods Services,res_e8bd8733-74c7-43bb-a8b6-2c403353bb69,Role 2,2011-05-01 02:44:57,216,0,2011-05-01 02:44:57
Case218,Release Purchase Order,res_b5d98185-d726-4acc-a9d9-b9cc0add4870,Role 1,2011-05-01 02:45:03,216,0,2011-05-01 02:45:03
Case218,Approve Purchase Order for payment,res_be3b6d9d-7b4f-4fe4-bb0e-98714301b25b,Role 4,2011-05-01 02:45:09,216,0,2011-05-01 02:45:09
Case218,Send Invoice,res_b45076f8-02a2-4d16-8e95-d656ce583bff,Role 2,2011-05-01 02:45:15,216,0,2011-05-01 02:45:15
Case218,Release Supplier's Invoice,res_5f7da1c6-bb0d-41c2-8455-a8eb129bc760,Role 5,2011-05-01 02:45:21,216,0,2011-05-01 02:45:21
Case218,Authorize Supplier's Invoice payment,res_0a19fa62-7ec7-44d9-93e3-e799a084ceee,Role 5,2011-05-01 02:45:27,216,0,2011-05-01 02:45:27
Case218,Pay Invoice,res_0a19fa62-7ec7-44d9-93e3-e799a084ceee,Role 5,2011-05-01 02:45:33,216,0,2011-05-01 02:45:33
Case113,Analyze Request for Quotation,res_1c76e96e-5d1d-4e49-bd2f-d1e8e41d457e,Role 4,2011-05-01 02:46:28,215,0,2011-05-01 02:46:28
Case113,Send Request for Quotation to Supplier,res_1c76e96e-5d1d-4e49-bd2f-d1e8e41d457e,Role 4,2011-05-01 02:46:34,215,0,2011-05-01 02:46:34
Case113,Create Quotation comparison Map,res_be3b6d9d-7b4f-4fe4-bb0e-98714301b25b,Role 4,2011-05-01 02:46:40,215,0,2011-05-01 02:46:40
Case113,Analyze Quotation Comparison Map,res_4e813d80-de3b-4621-b884-8d43b418da5a,Role 1,2011-05-01 02:46:46,215,0,2011-05-01 02:46:46
Case113,Choose best option,res_f06e640c-730a-4ce3-8d0d-596ad88ca7ac,Role 1,2011-05-01 02:46:52,215,0,2011-05-01 02:46:52
Case113,Settle Conditions With Supplier,res_1c76e96e-5d1d-4e49-bd2f-d1e8e41d457e,Role 4,2011-05-01 02:46:58,215,0,2011-05-01 02:46:58
Case113,Create Purchase Order,res_1c76e96e-5d1d-4e49-bd2f-d1e8e41d457e,Role 4,2011-05-01 02:47:04,215,0,2011-05-01 02:47:04
Case113,Confirm Purchase Order,res_497435ea-ca17-42e9-910a-b27c33e17bbe,Role 2,2011-05-01 02:47:10,215,0,2011-05-01 02:47:10
Case113,Deliver Goods Services,res_e8bd8733-74c7-43bb-a8b6-2c403353bb69,Role 2,2011-05-01 02:47:16,215,0,2011-05-01 02:47:16
Case113,Release Purchase Order,res_d8b79af1-bd07-46e9-9da4-51c767de3e23,Role 1,2011-05-01 02:47:22,215,0,2011-05-01 02:47:22
Case113,Approve Purchase Order for payment,res_be3b6d9d-7b4f-4fe4-bb0e-98714301b25b,Role 4,2011-05-01 02:47:28,215,0,2011-05-01 02:47:28
Case113,Send Invoice,res_a58b7cc8-d554-450e-b7a3-1f5c4e77bb6c,Role 2,2011-05-01 02:47:34,215,0,2011-05-01 02:47:34
Case113,Release Supplier's Invoice,res_0a19fa62-7ec7-44d9-93e3-e799a084ceee,Role 5,2011-05-01 02:47:40,215,0,2011-05-01 02:47:40
Case113,Settle Dispute With Supplier,res_5f7da1c6-bb0d-41c2-8455-a8eb129bc760,Role 5,2011-05-01 02:47:46,215,0,2011-05-01 02:47:46
Case113,Authorize Supplier's Invoice payment,res_5f7da1c6-bb0d-41c2-8455-a8eb129bc760,Role 5,2011-05-01 02:47:52,215,0,2011-05-01 02:47:52
Case113,Pay Invoice,res_5f7da1c6-bb0d-41c2-8455-a8eb129bc760,Role 5,2011-05-01 02:47:58,215,0,2011-05-01 02:47:58
Case234,Analyze Request for Quotation,res_1c76e96e-5d1d-4e49-bd2f-d1e8e41d457e,Role 4,2011-05-01 03:41:45,214,0,2011-05-01 03:41:45
Case234,Send Request for Quotation to Supplier,res_1c76e96e-5d1d-4e49-bd2f-d1e8e41d457e,Role 4,2011-05-01 03:41:51,214,0,2011-05-01 03:41:51
Case153,Analyze Quotation Comparison Map,res_bc7bf83c-d425-4601-8690-73fb211c1c1a,Role 1,2011-05-01 04:02:04,214,0,2011-05-01 04:02:04
Case71,Create Quotation comparison Map,res_96728506-a297-40b0-9d7a-57203eec2968,Role 4,2011-05-01 04:04:45,214,0,2011-05-01 04:04:45
Case201,Analyze Request for Quotation,res_1c76e96e-5d1d-4e49-bd2f-d1e8e41d457e,Role 4,2011-05-01 04:52:40,214,0,2011-05-01 04:52:40
Case201,Amend Request for Quotation,res_46d4e6c1-f2ca-4e74-8c5f-6c9eb61288b4,Role 1,2011-05-01 04:52:46,214,0,2011-05-01 04:52:46
Case201,Analyze Request for Quotation,res_96728506-a297-40b0-9d7a-57203eec2968,Role 4,2011-05-01 04:52:52,214,0,2011-05-01 04:52:52
Case201,Send Request for Quotation to Supplier,res_be3b6d9d-7b4f-4fe4-bb0e-98714301b25b,Role 4,2011-05-01 04:52:58,214,0,2011-05-01 04:52:58
Case201,Create Quotation comparison Map,res_be3b6d9d-7b4f-4fe4-bb0e-98714301b25b,Role 4,2011-05-01 04:53:04,214,0,2011-05-01 04:53:04
Case201,Analyze Quotation Comparison Map,res_4cd4c1eb-b0a5-4584-9ff2-06de86bb4aa2,Role 1,2011-05-01 04:53:10,214,0,2011-05-01 04:53:10
Case201,Choose best option,res_b2ed1e85-3a75-488d-b59a-ca664b3f3d43,Role 1,2011-05-01 04:53:16,214,0,2011-05-01 04:53:16
Case201,Settle Conditions With Supplier,res_1c76e96e-5d1d-4e49-bd2f-d1e8e41d457e,Role 4,2011-05-01 04:53:22,214,0,2011-05-01 04:53:22
Case201,Create Purchase Order,res_be3b6d9d-7b4f-4fe4-bb0e-98714301b25b,Role 4,2011-05-01 04:53:28,214,0,2011-05-01 04:53:28
Case201,Confirm Purchase Order,res_20d7d237-5080-4c4f-afe2-22b21bb76b85,Role 2,2011-05-01 04:53:34,214,0,2011-05-01 04:53:34
Case201,Deliver Goods Services,res_e8bd8733-74c7-43bb-a8b6-2c403353bb69,Role 2,2011-05-01 04:53:40,214,0,2011-05-01 04:53:40
Case201,Release Purchase Order,res_0f9ce967-7c9c-4b6b-8fdd-f787ce3949b9,Role 1,2011-05-01 04:53:46,214,0,2011-05-01 04:53:46
Case201,Approve Purchase Order for payment,res_be3b6d9d-7b4f-4fe4-bb0e-98714301b25b,Role 4,2011-05-01 04:53:52,214,0,2011-05-01 04:53:52
Case201,Send Invoice,res_a58b7cc8-d554-450e-b7a3-1f5c4e77bb6c,Role 2,2011-05-01 04:53:58,214,0,2011-05-01 04:53:58
Case62,Confirm Purchase Order,res_b45076f8-02a2-4d16-8e95-d656ce583bff,Role 2,2011-05-01 05:38:01,214,0,2011-05-01 05:38:01
Case62,Deliver Goods Services,res_497435ea-ca17-42e9-910a-b27c33e17bbe,Role 2,2011-05-01 05:38:07,214,0,2011-05-01 05:38:07
Case62,Release Purchase Order,res_0f9ce967-7c9c-4b6b-8fdd-f787ce3949b9,Role 1,2011-05-01 05:38:13,214,0,2011-05-01 05:38:13
Case62,Approve Purchase Order for payment,res_be3b6d9d-7b4f-4fe4-bb0e-98714301b25b,Role 4,2011-05-01 05:38:19,214,0,2011-05-01 05:38:19
Case62,Send Invoice,res_a58b7cc8-d554-450e-b7a3-1f5c4e77bb6c,Role 2,2011-05-01 05:38:25,214,0,2011-05-01 05:38:25
Case62,Release Supplier's Invoice,res_0a19fa62-7ec7-44d9-93e3-e799a084ceee,Role 5,2011-05-01 05:38:31,214,0,2011-05-01 05:38:31
Case62,Settle Dispute With Supplier,res_5f7da1c6-bb0d-41c2-8455-a8eb129bc760,Role 5,2011-05-01 05:38:37,214,0,2011-05-01 05:38:37
Case62,Authorize Supplier's Invoice payment,res_0a19fa62-7ec7-44d9-93e3-e799a084ceee,Role 5,2011-05-01 05:38:43,214,0,2011-05-01 05:38:43
Case62,Pay Invoice,res_0a19fa62-7ec7-44d9-93e3-e799a084ceee,Role 5,2011-05-01 05:38:49,214,0,2011-05-01 05:38:49
Case211,Send Request for Quotation to Supplier,res_1c76e96e-5d1d-4e49-bd2f-d1e8e41d457e,Role 4,2011-05-01 07:00:20,213,0,2011-05-01 07:00:20
Case64,Confirm Purchase Order,res_b45076f8-02a2-4d16-8e95-d656ce583bff,Role 2,2011-05-01 09:04:21,213,0,2011-05-01 09:04:21
Case64,Deliver Goods Services,res_e8bd8733-74c7-43bb-a8b6-2c403353bb69,Role 2,2011-05-01 09:04:27,213,0,2011-05-01 09:04:27
Case64,Release Purchase Order,res_0f9ce967-7c9c-4b6b-8fdd-f787ce3949b9,Role 1,2011-05-01 09:04:33,213,0,2011-05-01 09:04:33
Case64,Approve Purchase Order for payment,res_1c76e96e-5d1d-4e49-bd2f-d1e8e41d457e,Role 4,2011-05-01 09:04:39,213,0,2011-05-01 09:04:39
Case64,Send Invoice,res_a58b7cc8-d554-450e-b7a3-1f5c4e77bb6c,Role 2,2011-05-01 09:04:45,213,0,2011-05-01 09:04:45
Case64,Release Supplier's Invoice,res_0a19fa62-7ec7-44d9-93e3-e799a084ceee,Role 5,2011-05-01 09:04:51,213,0,2011-05-01 09:04:51
Case64,Settle Dispute With Supplier,res_0a19fa62-7ec7-44d9-93e3-e799a084ceee,Role 5,2011-05-01 09:04:57,213,0,2011-05-01 09:04:57
Case64,Authorize Supplier's Invoice payment,res_5f7da1c6-bb0d-41c2-8455-a8eb129bc760,Role 5,2011-05-01 09:05:03,213,0,2011-05-01 09:05:03
Case64,Pay Invoice,res_5f7da1c6-bb0d-41c2-8455-a8eb129bc760,Role 5,2011-05-01 09:05:09,213,0,2011-05-01 09:05:09
Case203,Approve Purchase Order for payment,res_be3b6d9d-7b4f-4fe4-bb0e-98714301b25b,Role 4,2011-05-01 09:39:31,212,0,2011-05-01 09:39:31
Case207,Analyze Request for Quotation,res_be3b6d9d-7b4f-4fe4-bb0e-98714301b25b,Role 4,2011-05-01 11:30:47,212,0,2011-05-01 11:30:47
Case207,Amend Request for Quotation,res_b2ed1e85-3a75-488d-b59a-ca664b3f3d43,Role 1,2011-05-01 11:30:53,212,0,2011-05-01 11:30:53
Case207,Analyze Request for Quotation,res_96728506-a297-40b0-9d7a-57203eec2968,Role 4,2011-05-01 11:30:59,212,0,2011-05-01 11:30:59
Case207,Amend Request for Quotation,res_bc7bf83c-d425-4601-8690-73fb211c1c1a,Role 1,2011-05-01 11:31:05,212,0,2011-05-01 11:31:05
Case207,Analyze Request for Quotation,res_be3b6d9d-7b4f-4fe4-bb0e-98714301b25b,Role 4,2011-05-01 11:31:11,212,0,2011-05-01 11:31:11
Case207,Amend Request for Quotation,res_4e813d80-de3b-4621-b884-8d43b418da5a,Role 1,2011-05-01 11:31:17,212,0,2011-05-01 11:31:17
Case207,Analyze Request for Quotation,res_be3b6d9d-7b4f-4fe4-bb0e-98714301b25b,Role 4,2011-05-01 11:31:23,212,0,2011-05-01 11:31:23
Case207,Amend Request for Quotation,res_bc7bf83c-d425-4601-8690-73fb211c1c1a,Role 1,2011-05-01 11:31:29,212,0,2011-05-01 11:31:29
Case207,Analyze Request for Quotation,res_96728506-a297-40b0-9d7a-57203eec2968,Role 4,2011-05-01 11:31:35,212,0,2011-05-01 11:31:35
Case207,Send Request for Quotation to Supplier,res_be3b6d9d-7b4f-4fe4-bb0e-98714301b25b,Role 4,2011-05-01 11:31:41,212,0,2011-05-01 11:31:41
Case207,Create Quotation comparison Map,res_be3b6d9d-7b4f-4fe4-bb0e-98714301b25b,Role 4,2011-05-01 11:31:47,212,0,2011-05-01 11:31:47
Case207,Analyze Quotation Comparison Map,res_d8b79af1-bd07-46e9-9da4-51c767de3e23,Role 1,2011-05-01 11:31:53,212,0,2011-05-01 11:31:53
Case207,Choose best option,res_b5d98185-d726-4acc-a9d9-b9cc0add4870,Role 1,2011-05-01 11:31:59,212,0,2011-05-01 11:31:59
Case207,Settle Conditions With Supplier,res_96728506-a297-40b0-9d7a-57203eec2968,Role 4,2011-05-01 11:32:05,212,0,2011-05-01 11:32:05
Case38,Send Request for Quotation to Supplier,res_96728506-a297-40b0-9d7a-57203eec2968,Role 4,2011-05-01 11:35:48,212,0,2011-05-01 11:35:48
Case126,Amend Purchase Requisition,res_9d0eba89-d86b-4e1d-b384-4e2cf7435b72,Role 1,2011-05-01 12:58:50,212,0,2011-05-01 12:58:50
Case126,Analyze Purchase Requisition,res_55d89e72-96f9-4ffa-874b-64ecac5c3223,Role 3,2011-05-01 12:58:56,212,0,2011-05-01 12:58:56
Case126,Create Request for Quotation,res_55d89e72-96f9-4ffa-874b-64ecac5c3223,Role 3,2011-05-01 12:59:02,212,0,2011-05-01 12:59:02
Case126,Analyze Request for Quotation,res_96728506-a297-40b0-9d7a-57203eec2968,Role 4,2011-05-01 12:59:08,212,0,2011-05-01 12:59:08
Case126,Send Request for Quotation to Supplier,res_96728506-a297-40b0-9d7a-57203eec2968,Role 4,2011-05-01 12:59:14,212,0,2011-05-01 12:59:14
Case126,Create Quotation comparison Map,res_96728506-a297-40b0-9d7a-57203eec2968,Role 4,2011-05-01 12:59:20,212,0,2011-05-01 12:59:20
Case126,Analyze Quotation Comparison Map,res_b2ed1e85-3a75-488d-b59a-ca664b3f3d43,Role 1,2011-05-01 12:59:26,212,0,2011-05-01 12:59:26
Case126,Choose best option,res_4e813d80-de3b-4621-b884-8d43b418da5a,Role 1,2011-05-01 12:59:32,212,0,2011-05-01 12:59:32
Case126,Settle Conditions With Supplier,res_be3b6d9d-7b4f-4fe4-bb0e-98714301b25b,Role 4,2011-05-01 12:59:38,212,0,2011-05-01 12:59:38
Case126,Create Purchase Order,res_1c76e96e-5d1d-4e49-bd2f-d1e8e41d457e,Role 4,2011-05-01 12:59:44,212,0,2011-05-01 12:59:44
Case126,Confirm Purchase Order,res_20d7d237-5080-4c4f-afe2-22b21bb76b85,Role 2,2011-05-01 12:59:50,212,0,2011-05-01 12:59:50
Case126,Deliver Goods Services,res_497435ea-ca17-42e9-910a-b27c33e17bbe,Role 2,2011-05-01 12:59:56,212,0,2011-05-01 12:59:56
Case126,Release Purchase Order,res_b5d98185-d726-4acc-a9d9-b9cc0add4870,Role 1,2011-05-01 13:00:02,212,0,2011-05-01 13:00:02
Case126,Approve Purchase Order for payment,res_96728506-a297-40b0-9d7a-57203eec2968,Role 4,2011-05-01 13:00:08,212,0,2011-05-01 13:00:08
Case182,Choose best option,res_bc7bf83c-d425-4601-8690-73fb211c1c1a,Role 1,2011-05-01 15:33:52,212,0,2011-05-01 15:33:52
Case112,Analyze Request for Quotation,res_96728506-a297-40b0-9d7a-57203eec2968,Role 4,2011-05-01 17:39:13,212,0,2011-05-01 17:39:13
Case112,Amend Request for Quotation,res_bea74522-2d6d-47d4-8b90-ddb5247b8c2c,Role 1,2011-05-01 17:39:19,212,0,2011-05-01 17:39:19
Case112,Analyze Request for Quotation,res_1c76e96e-5d1d-4e49-bd2f-d1e8e41d457e,Role 4,2011-05-01 17:39:25,212,0,2011-05-01 17:39:25
Case112,Send Request for Quotation to Supplier,res_1c76e96e-5d1d-4e49-bd2f-d1e8e41d457e,Role 4,2011-05-01 17:39:31,212,0,2011-05-01 17:39:31
Case112,Create Quotation comparison Map,res_96728506-a297-40b0-9d7a-57203eec2968,Role 4,2011-05-01 17:39:37,212,0,2011-05-01 17:39:37
Case112,Analyze Quotation Comparison Map,res_bc7bf83c-d425-4601-8690-73fb211c1c1a,Role 1,2011-05-01 17:39:43,212,0,2011-05-01 17:39:43
Case112,Choose best option,res_4f4562b0-adf8-468b-bbaf-c32b774432c6,Role 1,2011-05-01 17:39:49,212,0,2011-05-01 17:39:49
Case112,Settle Conditions With Supplier,res_1c76e96e-5d1d-4e49-bd2f-d1e8e41d457e,Role 4,2011-05-01 17:39:55,212,0,2011-05-01 17:39:55
Case112,Create Purchase Order,res_1c76e96e-5d1d-4e49-bd2f-d1e8e41d457e,Role 4,2011-05-01 17:40:01,212,0,2011-05-01 17:40:01
Case112,Confirm Purchase Order,res_a58b7cc8-d554-450e-b7a3-1f5c4e77bb6c,Role 2,2011-05-01 17:40:07,212,0,2011-05-01 17:40:07
Case112,Deliver Goods Services,res_e8bd8733-74c7-43bb-a8b6-2c403353bb69,Role 2,2011-05-01 17:40:13,212,0,2011-05-01 17:40:13
Case112,Release Purchase Order,res_cc2fe2cf-46c4-4859-b7de-4bf8f7e609e7,Role 1,2011-05-01 17:40:19,212,0,2011-05-01 17:40:19
Case112,Approve Purchase Order for payment,res_96728506-a297-40b0-9d7a-57203eec2968,Role 4,2011-05-01 17:40:25,212,0,2011-05-01 17:40:25
Case112,Send Invoice,res_a58b7cc8-d554-450e-b7a3-1f5c4e77bb6c,Role 2,2011-05-01 17:40:31,212,0,2011-05-01 17:40:31
Case301,Settle Conditions With Supplier,res_96728506-a297-40b0-9d7a-57203eec2968,Role 4,2011-05-01 18:21:55,212,0,2011-05-01 18:21:55
Case301,Create Purchase Order,res_1c76e96e-5d1d-4e49-bd2f-d1e8e41d457e,Role 4,2011-05-01 18:22:01,212,0,2011-05-01 18:22:01
Case301,Confirm Purchase Order,res_b45076f8-02a2-4d16-8e95-d656ce583bff,Role 2,2011-05-01 18:22:07,212,0,2011-05-01 18:22:07
Case301,Deliver Goods Services,res_a58b7cc8-d554-450e-b7a3-1f5c4e77bb6c,Role 2,2011-05-01 18:22:13,212,0,2011-05-01 18:22:13
Case301,Release Purchase Order,res_bea74522-2d6d-47d4-8b90-ddb5247b8c2c,Role 1,2011-05-01 18:22:19,212,0,2011-05-01 18:22:19
Case301,Approve Purchase Order for payment,res_1c76e96e-5d1d-4e49-bd2f-d1e8e41d457e,Role 4,2011-05-01 18:22:25,212,0,2011-05-01 18:22:25
Case301,Send Invoice,res_a58b7cc8-d554-450e-b7a3-1f5c4e77bb6c,Role 2,2011-05-01 18:22:31,212,0,2011-05-01 18:22:31
Case301,Release Supplier's Invoice,res_0a19fa62-7ec7-44d9-93e3-e799a084ceee,Role 5,2011-05-01 18:22:37,212,0,2011-05-01 18:22:37
