caseid,task,resource,role,end_timestamp,pr_instances,tsk_start_inst,start_timestamp
Case37,Round Grinding,res_03ebc20b-61d2-4954-b915-e4c29ec4fb7c,Role 3,2012-01-13 08:58:49,8,0,2012-01-13 08:58:49
Case7,Round Grinding,res_03ebc20b-61d2-4954-b915-e4c29ec4fb7c,Role 3,2012-01-13 13:25:57,8,0,2012-01-13 13:25:57
Case11,Grinding Rework,res_eb796550-ce37-4bc9-be26-807816ae3dd2,Role 1,2012-01-13 15:31:52,8,0,2012-01-13 15:31:52
Case41,Lapping,res_8db1c604-1359-4e3f-8a69-22e42c9694b7,Role 8,2012-01-13 17:13:59,8,0,2012-01-13 17:13:59
Case23,Flat Grinding,res_e1675b9f-3ce2-46ea-a41d-e02790562cb1,Role 7,2012-01-13 19:27:19,8,0,2012-01-13 19:27:19
Case26,Final Inspection Q.C.,res_03ebc20b-61d2-4954-b915-e4c29ec4fb7c,Role 3,2012-01-13 22:20:08,8,0,2012-01-13 22:20:08
Case38,Round Grinding,res_03ebc20b-61d2-4954-b915-e4c29ec4fb7c,Role 3,2012-01-14 03:32:28,7,0,2012-01-14 03:32:28
Case37,Lapping,res_8db1c604-1359-4e3f-8a69-22e42c9694b7,Role 8,2012-01-14 03:44:53,7,0,2012-01-14 03:44:53
Case7,Laser Marking,res_e1675b9f-3ce2-46ea-a41d-e02790562cb1,Role 7,2012-01-14 08:39:58,7,0,2012-01-14 08:39:58
Case11,Final Inspection Q.C.,res_03ebc20b-61d2-4954-b915-e4c29ec4fb7c,Role 3,2012-01-14 10:05:08,7,0,2012-01-14 10:05:08
Case41,Turning & Milling Q.C.,res_6aa7bdbb-6c30-46f3-8394-149218c3309e,Role 6,2012-01-14 12:10:42,7,0,2012-01-14 12:10:42
Case23,Final Inspection Q.C.,res_03ebc20b-61d2-4954-b915-e4c29ec4fb7c,Role 3,2012-01-14 14:38:31,7,0,2012-01-14 14:38:31
Case38,Lapping,res_8db1c604-1359-4e3f-8a69-22e42c9694b7,Role 8,2012-01-14 21:39:56,7,0,2012-01-14 21:39:56
Case37,Turning & Milling Q.C.,res_6aa7bdbb-6c30-46f3-8394-149218c3309e,Role 6,2012-01-14 21:55:24,6,0,2012-01-14 21:55:24
Case7,Turning & Milling,res_f51ca602-89ef-48d4-86e7-605b47390e39,Role 1,2012-01-15 03:31:50,6,0,2012-01-15 03:31:50
Case11,Lapping,res_8db1c604-1359-4e3f-8a69-22e42c9694b7,Role 8,2012-01-15 04:26:09,5,0,2012-01-15 04:26:09
Case41,Round Grinding,res_03ebc20b-61d2-4954-b915-e4c29ec4fb7c,Role 3,2012-01-15 06:40:45,4,0,2012-01-15 06:40:45
Case23,Turning & Milling Q.C.,res_6aa7bdbb-6c30-46f3-8394-149218c3309e,Role 6,2012-01-15 09:30:22,4,0,2012-01-15 09:30:22
Case37,Packing,res_e3586c1b-5a5c-4a12-9109-8c0f2963e3db,Role 2,2012-01-15 15:30:52,4,0,2012-01-15 15:30:52
Case41,Packing,res_a23de9ec-ed4b-40f3-bbf5-c9f0985d3ab6,Role 2,2012-01-16 00:40:17,4,0,2012-01-16 00:40:17
Case23,Turning,res_f51ca602-89ef-48d4-86e7-605b47390e39,Role 1,2012-01-16 03:50:37,4,0,2012-01-16 03:50:37
Case37,Final Inspection,res_eb796550-ce37-4bc9-be26-807816ae3dd2,Role 1,2012-01-16 08:42:19,4,0,2012-01-16 08:42:19
Case41,Lapping,res_8db1c604-1359-4e3f-8a69-22e42c9694b7,Role 8,2012-01-16 18:08:50,3,0,2012-01-16 18:08:50
Case23,Turning Q.C.,res_eb796550-ce37-4bc9-be26-807816ae3dd2,Role 1,2012-01-16 21:33:07,3,0,2012-01-16 21:33:07
Case41,Round Grinding,res_03ebc20b-61d2-4954-b915-e4c29ec4fb7c,Role 3,2012-01-17 10:07:14,3,0,2012-01-17 10:07:14
Case23,Lapping,res_8db1c604-1359-4e3f-8a69-22e42c9694b7,Role 8,2012-01-17 13:45:41,3,0,2012-01-17 13:45:41
Case41,Flat Grinding,res_e1675b9f-3ce2-46ea-a41d-e02790562cb1,Role 7,2012-01-17 23:58:20,3,0,2012-01-17 23:58:20
Case23,Laser Marking,res_e1675b9f-3ce2-46ea-a41d-e02790562cb1,Role 7,2012-01-18 03:51:40,3,0,2012-01-18 03:51:40
Case41,Laser Marking,res_e1675b9f-3ce2-46ea-a41d-e02790562cb1,Role 7,2012-01-18 11:55:56,3,0,2012-01-18 11:55:56
Case23,Round Grinding,res_03ebc20b-61d2-4954-b915-e4c29ec4fb7c,Role 3,2012-01-18 16:29:23,3,0,2012-01-18 16:29:23
Case41,Lapping,res_8db1c604-1359-4e3f-8a69-22e42c9694b7,Role 8,2012-01-18 22:46:49,3,0,2012-01-18 22:45:17
Case23,Turning & Milling Q.C.,res_6aa7bdbb-6c30-46f3-8394-149218c3309e,Role 6,2012-01-19 04:17:50,3,0,2012-01-19 04:11:13
Case41,Flat Grinding,res_e1675b9f-3ce2-46ea-a41d-e02790562cb1,Role 7,2012-01-19 09:35:34,3,0,2012-01-19 09:24:49
Case23,Turn & Mill. & Screw Assem,res_f51ca602-89ef-48d4-86e7-605b47390e39,Role 1,2012-01-19 15:36:06,3,0,2012-01-19 15:22:54
Case41,Turning & Milling Q.C.,res_6aa7bdbb-6c30-46f3-8394-149218c3309e,Role 6,2012-01-19 20:16:15,3,0,2012-01-19 19:58:45
Case23,Turning & Milling Q.C.,res_6aa7bdbb-6c30-46f3-8394-149218c3309e,Role 6,2012-01-20 02:06:12,2,0,2012-01-20 01:51:51
